date,payems,gdpc1,cpiaucsl,dgorder,hsn1f,rsafs,unrate,houst,indpro,dspic96,boptexp,boptimp,whlslrimsa,ttlcons,ir,cpilfesl,pcepilfe,pcepi,permit,tcu,businv,ulcnfb,iq,a261rx1q020sbea
1947-01-01,,,,,,,,,,,,,,,,,,,,,,,,
1947-02-01,0.0005053405306074676,,0.0065176908752329,,,,,,0.0059099841475085,,,,,,,,,,,,,,,
1947-03-01,0.001147921114861,,0.0175763182238668,,,,,,0.005867999070416,,,,,,,,,,,,,,,
1947-04-01,-0.0024766665902263,,0.0,,,,,,-0.007783168717149,,,,,,,,,,,,,,,
1947-05-01,0.0031954757580634,,-0.0022727272727273,,,,,,0.0039221108087261,,,,,,,,,,,,,,,
1947-06-01,0.0039415188597093,0.006926538614878,0.0059225512528473,,,,,,0.0,,,,,,,,,,,,,-0.00018787575150303049,,-0.0012360927124294
1947-07-01,-0.0015293312029217,,0.0067934782608696,,,,,,-0.0058565578226361,,,,,,,,,,,,,,,
1947-08-01,0.0049607937269964,,0.007647323436797,,,,,,0.0058910591511915,,,,,,,,,,,,,,,
1947-09-01,0.0055277525022747,0.0166788394735952,0.0196428571428572,,,,,,0.0078135759069328,,,,,,,,,,,,,0.0623238333855309,,0.0011424207956471
1947-10-01,0.004705562970839,,0.0030647985989491,,,,,,0.0096876505829133,,,,,,,,,,,,,,,
1947-11-01,0.0016437369120263,,0.0065473592317764,,,,,,0.0134411282854904,,,,,,,,,,,,,,,
1947-12-01,0.002180559302221,-0.0103427965524453,0.0151777970511708,,,,,,0.0037813560870694,,,,,,,,,,,,,-0.017747641509434,,0.0095914581505738
1948-01-01,0.0021982458895044,,0.0115335326783425,,,,,,0.0056646710779679,,,,,,,,,,,,,,,
1948-02-01,-0.0032677544260166,,-0.0004222972972972583,,,,0.1176470588235294,,0.0018729460257338,,,,,,,,,,,,,,,
1948-03-01,0.0033682886847954,0.0172779266274376,-0.0071820870299958,,,,0.0526315789473683,,-0.0112305671575406,,,,,,,,,,,,,0.0190287532264841,,0.0268046076999814
1948-04-01,-0.0068034823087079,,0.0136170212765958,,,,-0.025,,0.0018906780435348,,,,,,,,,,,,,,,
1948-05-01,0.0093963361049145,,0.0079764903442485,,,,-0.1025641025641025,,0.0170120522498,,,,,,,,,,,,,,,
1948-06-01,0.0053129743727118,0.0044304689389935,0.0058309037900874,,,,0.0285714285714286,,0.0130094984514144,,,,,,,,,,,,,0.0160226201696513,,0.0231435544895779
1948-07-01,0.0027978860416573,,0.0103519668737059,,,,0.0,,0.0,,,,,,,,,,,,,,,
1948-08-01,0.00039858281665194895,,0.0012295081967212,,,,0.0833333333333332,,-0.0036702370333044,,,,,,,,,,,,,,,
1948-09-01,0.0025676214086503,0.0034856390224669,-0.0028653295128939,,,,-0.0256410256410256,,-0.007360680162386,,,,,,,,,,,,,0.0194805194805194,,0.0008125360559940731
1948-10-01,-0.0010818209917428,,-0.0020525451559935,,,,-0.026315789473684,,0.0074221466390342,,,,,,,,,,,,,,,
1948-11-01,-0.0011714001547131,,-0.0061703002879472,,,,0.0270270270270269,,-0.0128964796096201,,,,,,,,,,,,,,,
1948-12-01,-0.0035404496371038,0.0067490454029222,-0.0045529801324503,,,,0.0526315789473683,,-0.0093261881023595,,,,,,,,,,,,,0.0054595086442219,,0.0051001408002822
1949-01-01,-0.0080831408775982,,-0.0016632016632016,,,,0.0749999999999999,,-0.0094139846944124,,,,,,,,,,,,,,,
1949-02-01,-0.0038282439330169,,-0.0041649312786339,,,,0.0930232558139536,,-0.0095105052985084,,,,,,,,,,,,,,,
1949-03-01,-0.0057756702699058,0.017070159048937,0.0,,,,0.0638297872340425,,-0.0191894009544838,,,,,,,,,,,,,-0.0041855203619908,,-0.019833670248608
1949-04-01,-9.041591320069207e-05,,0.0004182350480970154,,,,0.06,,-0.005875261445503,,,,,,,,,,,,,,,
1949-05-01,-0.0056967176055701,,-0.0004180602006689238,,,,0.150943396226415,,-0.013777787518172,,,,,,,,,,,,,,,
1949-06-01,-0.0055702073481266,0.0199906429432197,0.0004182350480970154,,,,0.0163934426229508,,-0.0019925778327567,,,,,,,,,,,,,-0.0082926275133478,,-0.0028474593055171
1949-07-01,-0.004755481378175,,-0.0091973244147157,,,,0.0806451612903225,,-0.002003978267969,,,,,,,,,,,,,,,
1949-08-01,0.0021364085364452,,0.0,,,,0.0149253731343284,,0.0100177001680772,,,,,,,,,,,,,,,
1949-09-01,0.003576013203741,0.006556024365806,0.0021097046413502,,,,-0.0294117647058823,,0.00992570448203,,,,,,,,,,,,,-0.0209621993127147,,0.0053774478536043
1949-10-01,-0.0191411603471904,,-0.0033684210526314,,,,0.196969696969697,,-0.0373294837303236,,,,,,,,,,,,,,,
1949-11-01,0.0069861673885707,,0.0012674271229402,,,,-0.189873417721519,,0.026530442224528,,,,,,,,,,,,,,,
1949-12-01,0.0064751861616021,-0.0016923813866359,-0.0037974683544304,,,,0.0312499999999997,,0.0178913973734691,,,,,,,,,,,,,0.0023400023400022,,-0.0135096694718417
1950-01-01,9.1907541013736e-05,,-0.004235493434985,,,,-0.0151515151515151,,0.0175769216830354,,,,,,,,,,,,,,,
1950-02-01,-0.0052612231769516,,0.0042535091450446,,,,-0.0153846153846153,,0.0038393047937888,,,,,,,,,,,,,,,
1950-03-01,0.0151742614961776,0.0074287146794,0.0012706480304955,,,,-0.0156250000000001,,0.0325057298355908,,,,,,,,,,,,,-0.0081125248044823,,0.0400519327223809
1950-04-01,0.0097374527915548,,0.0004230118443315778,,,,-0.0793650793650794,,0.0333310425400315,,,,,,,,,,,,,,,
1950-05-01,0.0075706367446262,,0.0050739957716703,,,,-0.0517241379310344,,0.0232974195264699,,,,,,,,,,,,,,,
1950-06-01,0.0081622612818104,0.0135815876423528,0.0046276819520403,,,,-0.018181818181818,,0.0297732398302386,,,,,,,,,,,,,0.0093556928508384,,0.0412186421402793
1950-07-01,0.0082292660204512,,0.0079564489112229,,,,-0.0740740740740741,,0.032314256140971,,,,,,,,,,,,,,,
1950-08-01,0.0162361948343379,,0.0054009140008308,,,,-0.0999999999999999,,0.0313027316524419,,,,,,,,,,,,,,,
1950-09-01,0.0053255975060617,0.0071453621611923,0.0057851239669421,,,,-0.0222222222222221,,-0.0063906476014323,,,,,,,,,,,,,-0.0017488632388947,,0.0381266347670385
1950-10-01,0.0057711357078253,,0.0065735414954806,,,,-0.0454545454545455,,0.006431750653318,,,,,,,,,,,,,,,
1950-11-01,0.0014987367790004,,0.0040816326530612,,,,0.0,,-0.001594697778094,,,,,,,,,,,,,,,
1950-12-01,0.0018171711989054,-0.005626770311766,0.0154471544715446,,,,0.0238095238095237,,0.0175993824778077,,,,,,,,,,,,,0.0232422331231021,,0.0191652207573767
1951-01-01,0.0091120548003671,,0.0160128102481984,,,,-0.1395348837209301,,0.0031392410972175,,,,,,,,,,,,,,,
1951-02-01,0.0061114870580274,,0.0177304964539006,,,,-0.0810810810810811,,0.0062704677257046,,,,,,,,,,,,,,,
1951-03-01,0.00622149357883,0.0178364881061017,0.0019357336430507,,,,0.0,,0.0046764357351369,,,,,,,,,,,,,0.0227713731309211,,0.0051674711911064
1951-04-01,-0.00025066321308464534,,0.0015455950540959,,,,-0.0882352941176469,,0.0015477204207037,,,,,,,,,,,,,,,
1951-05-01,0.0019013392950419,,0.0027006172839505,,,,-0.0322580645161291,,-0.003096402084183,,,,,,,,,,,,,,,
1951-06-01,0.0023356690023357,0.0100566008572156,-0.0023085802231627,,,,0.0666666666666666,,-0.0046561480747289,,,,,,,,,,,,,0.0253334077339435,,0.0176535500213177
1951-07-01,-6.241677762985898e-05,,-0.0007713073659852965,,,,-0.03125,,-0.0156027465465535,,,,,,,,,,,,,,,
1951-08-01,-0.0010195376708765,,-0.0019297568506368,,,,0.0,,-0.0095041492433732,,,,,,,,,,,,,,,
1951-09-01,-0.0012080313255019,0.0164586403847717,0.0065738592420727,,,,0.064516129032258,,0.0063949173173412,,,,,,,,,,,,,-0.0108299319727892,,0.0175304997013898
1951-10-01,0.0010843725236684,,0.0049942374183633,,,,0.0606060606060605,,-0.0015870955561325,,,,,,,,,,,,,,,
1951-11-01,0.0029371328583926,,0.0061162079510703,,,,0.0,,0.0079599108868178,,,,,,,,,,,,,,,
1951-12-01,0.0034685442499013,0.0195668807651816,0.0056990881458967,,,,-0.1142857142857142,,0.0063199859295304,,,,,,,,,,,,,0.0160651408450704,,0.0088132454202045
1952-01-01,-0.0003725628182307261,,-0.000755572346052169,,,,0.032258064516129,,0.0109876025354214,,,,,,,,,,,,,,,
1952-02-01,0.0046794765612059,,-0.0015122873345935,,,,-0.03125,,0.0062120391393041,,,,,,,,,,,,,,,
1952-03-01,-0.0003709657474959549,-0.013779464904233,-0.0007572889057174681,,,,-0.0645161290322581,,0.0030868439740681,,,,,,,,,,,,,0.0054689192116093,,0.0066187112539699
1952-04-01,0.0023915553356423,,0.0026525198938991,,,,0.0,,-0.0092320340734566,,,,,,,,,,,,,,,
1952-05-01,0.0004524886877828038,,0.00037792894935750887,,,,0.0344827586206897,,-0.0093122961494577,,,,,,,,,,,,,,,
1952-06-01,-0.0074010114715677,0.0092582050690395,0.0022667170381565,,,,0.0,,-0.0094056468781628,,,,,,,,,,,,,0.0094781625289461,,0.005952295771938
1952-07-01,-0.002878919680212,,0.0056539766302299,,,,0.0666666666666666,,-0.0158249217561846,,,,,,,,,,,,,,,
1952-08-01,0.0162225037907899,,0.0003748125937033109,,,,0.0625,,0.0643115401596601,,,,,,,,,,,,,,,
1952-09-01,0.0080941869021338,-0.0032422100322343,-0.0022480329711502,,,,-0.0882352941176469,,0.0362530481823022,,,,,,,,,,,,,0.0174446519071751,,0.0093343902456373
1952-10-01,0.0056163828061637,,0.0022530980097634,,,,-0.0322580645161291,,0.0102027568000346,,,,,,,,,,,,,,,
1952-11-01,0.0044155896525999,,0.0,,,,-0.0666666666666667,,0.0202047788880679,,,,,,,,,,,,,,,
1952-12-01,0.0070258551469406,0.0094438188800007,0.0007493443237167607,,,,-0.0357142857142855,,0.0056532168746159,,,,,,,,,,,,,0.0039848993288591,,0.0307254849146367
1953-01-01,-0.0004385440338077195,,-0.002620741295395,,,,0.0740740740740739,,0.0028133286009563,,,,,,,,,,,,,,,
1953-02-01,0.0038888002552648,,-0.0018768768768768,,,,-0.1034482758620689,,0.0056108719753078,,,,,,,,,,,,,,,
1953-03-01,0.0026619519656727,0.0271599278942475,0.0015043249341857,,,,0.0,,0.0083693486193421,,,,,,,,,,,,,0.0028201378734071,,0.0177476360224784
1953-04-01,-0.0007528777762367822,,0.0022530980097634,,,,0.0384615384615385,,0.0041473755530689,,,,,,,,,,,,,,,
1953-05-01,0.0010905125408942,,0.00037467216185826935,,,,-0.0740740740740741,,0.0055104022900374,,,,,,,,,,,,,,,
1953-06-01,0.0005743711626065018,0.0106796194983034,0.002621722846442,,,,0.0,,-0.0041076112816966,,,,,,,,,,,,,0.0093740235392145,,0.0069580924585832
1953-07-01,0.0003365070567509232,,0.0007471049682479247,,,,0.04,,0.012378764675855,,,,,,,,,,,,,,,
1953-08-01,-0.0009300300775684224,,0.0022396416573349,,,,0.0384615384615385,,-0.0054355225009454,,,,,,,,,,,,,,,
1953-09-01,-0.0023965616272851,0.0032337267254958,0.0014897579143389,,,,0.0740740740740739,,-0.0204920733902163,,,,,,,,,,,,,0.0063460943143121,,-0.0065026903978112
1953-10-01,-0.002541296060991,,0.0022313127556712,,,,0.0689655172413794,,-0.0083693486193421,,,,,,,,,,,,,,,
1953-11-01,-0.0066082802547771,,-0.0037105751391465,,,,0.129032258064516,,-0.023905463807754,,,,,,,,,,,,,,,
1953-12-01,-0.004107557906548,0.011814835981103,0.0007448789571693482,,,,0.2857142857142858,,-0.0244962782340862,,,,,,,,,,,,,0.0133299154063062,,-0.0200890184136278
1954-01-01,-0.004707965313965,,0.0026051358392258,,,,0.088888888888889,,-0.007389257072692,,,,,,,,,,,,,,,
1954-02-01,-0.0017586771513472,,0.0018559762435039,,,,0.0612244897959184,,0.0029766013728813,,,,,,,,,,,,,,,
1954-03-01,-0.0045563160665829,0.0072485097809733,-0.0022230455724341,,,,0.0961538461538462,,-0.0059355350240615,,,,,,,,,,,,,0.0063243106501391,,0.0021521144819829
1954-04-01,0.0004475456191386229,,-0.0025993316004455,,,,0.0350877192982457,,-0.0059709759610057,,,,,,,,,,,,,,,
1954-05-01,-0.0043514508225055,,0.0026061057334325,,,,0.0,,0.006006842674215,,,,,,,,,,,,,,,
1954-06-01,-0.0014295925661186,0.0053698571823337,0.00037133308577796953,,,,-0.0508474576271187,,0.0029854879805031,,,,,,,,,,,,,-0.0058320764203116,,0.0018006573539
1954-07-01,-0.0012271193373555,,-0.0029695619896066,,,,0.0357142857142858,,0.0014910619122039,,,,,,,,,,,,,,,
1954-08-01,-0.00018429405139752664,,-0.00037230081906169943,,,,0.0344827586206897,,-0.001488841956669,,,,,,,,,,,,,,,
1954-09-01,0.0012288534797033,0.0045619851533253,-0.001489757914339,,,,0.0166666666666666,,0.0014910619122039,,,,,,,,,,,,,-0.0099120056640032,,0.0089730735744253
1954-10-01,0.0011455222354048,,-0.0033569563595673,,,,-0.0655737704918032,,0.011888678735477,,,,,,,,,,,,,,,
1954-11-01,0.0048628989416044,,0.0022455089820359,,,,-0.0701754385964913,,0.0161521484428215,,,,,,,,,,,,,,,
1954-12-01,0.0030703538023586,-0.0034110092971006,-0.0003734129947722265,,,,-0.0566037735849056,,0.0130048426279971,,,,,,,,,,,,,-0.0014301767289814,,0.0212017175447003
1955-01-01,0.0033447527923617,,0.0,,,,-0.0199999999999999,,0.022822323631243,,,,,,,,,,,,,,,
1955-02-01,0.0029901406174235,,0.00186776242062,,,,-0.0408163265306122,,0.0125514350042701,,,,,,,,,,,,,,,
1955-03-01,0.0064056079284504,-0.0151394062969223,-0.0011185682326622,,,,-0.0212765957446809,,0.0234166538874407,,,,,,,,,,,,,-0.0124808184143222,,0.0274449173189341
1955-04-01,0.0057243505063848,,0.0,,,,0.0217391304347827,,0.0121122216062055,,,,,,,,,,,,,,,
1955-05-01,0.0052539404553415,,-0.000746547219111604,,,,-0.0851063829787235,,0.0159596517894153,,,,,,,,,,,,,,,
1955-06-01,0.0055036426987646,0.0128412890717906,-0.0022413149047441,,,,-0.0232558139534883,,0.0013066498275611,,,,,,,,,,,,,0.0048689526572049,,0.0204179369222508
1955-07-01,0.0038787162827327,,0.0018719580681392,,,,-0.0476190476190476,,0.0078442216174523,,,,,,,,,,,,,,,
1955-08-01,0.0024319924686684,,-0.0014947683109118,,,,0.05,,-0.0012947881168293,,,,,,,,,,,,,,,
1955-09-01,0.003032615288294,0.0111088250769653,0.004865269461078,,,,-0.0238095238095239,,0.006491972991079,,,,,,,,,,,,,0.0140721649484536,,0.0131183253924598
1955-10-01,0.0031794951819918,,-0.0011173184357542,,,,0.048780487804878,,0.0167740885104914,,,,,,,,,,,,,,,
1955-11-01,0.0031694180326276,,0.0022371364653244,,,,-0.0232558139534883,,0.0025384177039329,,,,,,,,,,,,,,,
1955-12-01,0.0041285470615599,0.0079165341079499,-0.00037202380952372494,,,,0.0,,0.003795636896597,,,,,,,,,,,,,0.0127077720734001,,0.0076299298646564
1956-01-01,0.0032815365312228,,-0.0014886490509863,,,,-0.0476190476190476,,0.0063083805993897,,,,,,,,,,,,,,,
1956-02-01,0.0036940836940837,,0.0011181513231457,,,,-0.025,,-0.0087754380743331,,,,,,,,,,,,,,,
1956-03-01,0.0024344892364904,0.0058211345328307,0.0011169024571855,,,,0.0769230769230771,,0.0,,,,,,,,,,,,,0.0279074436580837,,0.0009291114125622446
1956-04-01,0.0015489348682449,,0.001487541837114,,,,-0.0476190476190476,,0.0075863848553801,,,,,,,,,,,,,,,
1956-05-01,0.0025011933174223,,0.0037133308577794,,,,0.0749999999999999,,-0.0087818142874436,,,,,,,,,,,,,,,
1956-06-01,0.0015236353940502,0.0103839764912168,0.0044395116537179,,,,0.0,,-0.0088596178056709,,,,,,,,,,,,,0.0142585087162458,,0.010222762574733
1956-07-01,-0.0119993914730156,,0.0051565377532227,,,,0.0232558139534884,,-0.0306554813024313,,,,,,,,,,,,,,,
1956-08-01,0.0130112597440092,,0.0007328691828507594,,,,-0.0681818181818183,,0.0408464615053636,,,,,,,,,,,,,,,
1956-09-01,-0.0005130056430621144,0.0057229534456868,0.0014646649578908,,,,-0.0487804878048779,,0.0227832165204155,,,,,,,,,,,,,0.0155505271773146,,0.0010766458977615
1956-10-01,0.0032887232910043,,0.0058500914076782,,,,0.0,,0.0086668565077208,,,,,,,,,,,,,,,
1956-11-01,0.0008336964965800497,,0.0,,,,0.1025641025641026,,-0.0085923875180431,,,,,,,,,,,,,,,
1956-12-01,0.0020446413358323,0.0393009799932306,0.0043620501635768,,,,-0.0232558139534883,,0.0148535315028981,,,,,,,,,,,,,0.0061154830757559,,0.0174629218216033
1957-01-01,-0.000793515841976955,,0.0014477017734346,,,,0.0,,-0.0036612961622013,,,,,,,,,,,,,,,
1957-02-01,0.0039707300470814,,0.0046982291290205,,,,-0.0714285714285715,,0.0097932782499283,,,,,,,0.0035087719298245,,,,,,,,
1957-03-01,0.001111173889297,0.0086756685562683,0.0021582733812948,,,,-0.0512820512820512,,-0.0012100383703615,,,,,,,0.0034965034965033,,,,,,0.0027800028271216,,0.002451599850026
1957-04-01,0.0015426292422304,,0.0025125628140703,,,,0.0540540540540539,,-0.0133490663760258,,,,,,,0.0034843205574912,,,,,,,,
1957-05-01,-0.0016529546564484,,0.0025062656641603,,,,0.0512820512820513,,-0.0036928161260578,,,,,,,0.0,,,,,,,,
1957-06-01,-0.0015616180620884,0.0231321704108944,0.0039285714285715,,,,0.048780487804878,,0.0024694751792546,,,,,,,0.003472222222222,,,,,,0.014049431444413,,-0.0008532804001959438
1957-07-01,0.0010552697533305,,0.0028459622909997,,,,-0.0232558139534883,,0.006156194585108,,,,,,,0.0034602076124568,,,,,,,,
1957-08-01,9.412119044482914e-05,,0.0031926214969848,,,,-0.0238095238095239,,4.542336850654749e-06,,,,,,,0.0,,,,,,,,
1957-09-01,-0.0036515585002259,0.0014193000103852,0.0014144271570013,,,,0.0731707317073173,,-0.0085713507031506,,,,,,,0.003448275862069,,,,,,-0.0008340670033826214,,0.0042967124982666
1957-10-01,-0.0032304379038047,,0.0,,,,0.0227272727272727,,-0.014812269488924,,,,,,,0.0034364261168384,,,,,,,,
1957-11-01,-0.0038852984098705,,0.0031779661016948,,,,0.1333333333333333,,-0.0238104096134529,,,,,,,0.0034246575342467,,,,,,,,
1957-12-01,-0.003310628258305,-0.00038767162657504795,0.0021119324181626,,,,0.019607843137255,,-0.0192556880978695,,,,,,,0.0,,,,,,0.0100171590223996,,-0.0114177302747092
1958-01-01,-0.0058796579108124,,0.0059711977520198,,,,0.1153846153846154,,-0.0183270996259774,,,,,,,0.0,,,,,,,,
1958-02-01,-0.0096013518703433,,0.0020949720670391,,,,0.1034482758620689,,-0.0213313408907603,,,,,,,0.0034129692832762,,,,,,,,
1958-03-01,-0.0053707150612688,0.0103242477667069,0.0059233449477351,,,,0.046875,,-0.0122607262394709,,,,,,,0.0034013605442178,,,,,,0.013958400293861,,-0.0222934149146974
1958-04-01,-0.0053022476071658,,0.0024246622791825,,,,0.1044776119402985,,-0.0165539693183388,,,,,,,0.0,,,,,,,,
1958-05-01,-0.002214513884806,,0.0,,,,0.0,,0.0098164235115312,,,,,,,0.0,,,,,,,,
1958-06-01,0.0,0.0191478014727499,-0.0010366275051831,,,,-0.0135135135135135,,0.0263899841763182,,,,,,,0.0033898305084745,,,,,,-0.0099624145270116,,0.0029906684550924
1958-07-01,0.0024551203991043,,-0.0006918021445866396,,,,0.0273972602739727,,0.0148845244133319,,,,,,,0.0,,,,,,,,
1958-08-01,0.0038010149101668,,0.0017307026652821,,,,-0.0133333333333333,,0.0200002968871382,,,,,,,0.0,,,,,,,,
1958-09-01,0.0053285968028418,0.0169743426884125,-0.0010366275051831,,,,-0.0405405405405406,,0.0091540174348376,,,,,,,0.0033783783783782,,,,,,0.0042995014407904,,0.0232949084949263
1958-10-01,-0.00040771948899154253,,0.0,,,,-0.056338028169014,,0.0116571966965668,,,,,,,0.0,,,,,,,,
1958-11-01,0.0089152180246674,,0.0013836042891732,,,,-0.0746268656716417,,0.0294510361081676,,,,,,,0.0033670033670034,,,,,,,,
1958-12-01,0.0027144617280148,0.0062138921486549,0.000690846286701241,,,,0.0,,0.0012416397029297,,,,,,,0.0033557046979864,,,,,,-0.0126611103520518,,0.0232597900298647
1959-01-01,0.0075453585485263,,0.001380738695202,,,,-0.0322580645161291,,0.0149042495320812,,,,,,,0.0,,,,,,,,
1959-02-01,0.0040016768931743,,-0.00034470872113068207,,,,-0.0166666666666666,0.0060350030175015,0.0195865564998569,0.0030116358658451,,,,,,0.0,0.0007790028763183798,0.0009350455055476824,,,,,,
1959-03-01,0.0061873671424232,0.0049688879606064,-0.0010344827586207,,,,-0.0508474576271187,-0.0281943611277744,0.0144032646805931,0.0057322232837451,,,,,,0.0033444816053511,0.0010777797736662,0.0006850594756182549,,,,0.0086258591263435,,0.0211027278003483
1959-04-01,0.0057909231523749,,0.00034518467380051376,,,,-0.0714285714285712,-0.0185185185185184,0.0213047220855877,0.0064685393766681,,,,,,0.0,0.0025719241581434,0.0019915359721185,,,,,,
